"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"ENSG00000118972",154.930390945406,4.71109696050947,0.498627677547587,3.13416879275173e-23,9.8494388481016e-19,"FGF23"
"ENSG00000228643",129.578984297718,4.84382515337914,0.527077945701762,2.98348752267245e-22,4.68795394437522e-18,NA
"ENSG00000231611",946.185379443706,3.89881577063171,0.434108758721104,3.68245100057288e-21,3.85749017146678e-17,NA
"ENSG00000224058",90.7190909379428,3.41889095274384,0.404743649970838,4.4310750792939e-19,2.7850193088378e-15,"RBISP5"
"ENSG00000242716",426.587711204844,3.26327939018659,0.386545395105413,4.03996095592141e-19,2.7850193088378e-15,NA
"ENSG00000255823",2536.00264270389,0.190412078291101,0.335859923827587,6.94011251477094e-19,3.63499959815319e-15,NA
"ENSG00000095970",19.4192909220497,2.52479478438081,0.310636794054871,1.54081708464902e-17,6.0527147127725e-14,"TREM2"
"ENSG00000187545",49.2623678292447,3.59217752570595,0.481439546257139,1.47347839126968e-17,6.0527147127725e-14,"PRAMEF10"
"ENSG00000171532",58.1763408047793,4.02734443317305,0.506764976878533,1.96072019804999e-17,6.84639921599099e-14,"NEUROD2"
"ENSG00000006327",44.5395896069698,3.30861263499479,0.402493102974703,7.93469017626332e-16,2.49355573479251e-12,"TNFRSF12A"
"ENSG00000108821",995.567953591849,1.9034791158002,0.250930040976446,9.01669067636785e-16,2.57598655632306e-12,"COL1A1"
"ENSG00000183087",340.30137671604,1.01305370810623,0.132679364767866,1.13204721911092e-15,2.96464299231498e-12,"GAS6"
"ENSG00000253488",71.5788551044199,7.65065202318582,1.09799606256768,1.82201285446555e-15,4.40450584341803e-12,"SINHCAFP3"
"ENSG00000140678",371.967170713828,1.01069274087937,0.134036742858532,2.39953232653062e-15,5.38626449239651e-12,"ITGAX"
"ENSG00000136295",146.966133177782,1.62925745249801,0.219596833036791,4.4124100446573e-15,9.24429320422668e-12,"TTYH3"
"ENSG00000256618",154.443890386731,3.07025491731144,0.407525283417052,5.74584705921196e-15,1.12855618551747e-11,NA
"ENSG00000197859",397.553062625016,1.47708230289931,0.203307817753879,1.22455483364375e-14,2.26369765894638e-11,"ADAMTSL2"
"ENSG00000106605",114.452219756576,1.16799918482354,0.163967830400813,4.48239267281639e-14,7.4138774808383e-11,"BLVRA"
"ENSG00000196154",97.0376625768659,1.13020063334477,0.158369600130976,4.41253375020253e-14,7.4138774808383e-11,"S100A4"
"ENSG00000008517",1587.34324072955,1.56473113817721,0.221433713683196,4.94749473270141e-14,7.77399847349372e-11,"IL32"
"ENSG00000169442",95.1686132255332,1.3243902820773,0.188870568877023,8.97552768398606e-14,1.3431663476045e-10,"CD52"
"ENSG00000162576",124.040766324743,1.23168166393172,0.176595936441014,1.2615871515031e-13,1.80211990105165e-10,"MXRA8"
"ENSG00000130635",459.479855806274,1.12183712990581,0.162000812305694,1.93018388545867e-13,2.63730255584452e-10,"COL5A1"
"ENSG00000005381",28.9473428531175,3.73444740395339,0.556441476032902,2.62482439784892e-13,3.43698881361667e-10,"MPO"
"ENSG00000090382",1117.96723831455,1.35344707397358,0.197744221897226,2.7814309722859e-13,3.49636998940227e-10,"LYZ"
"ENSG00000070404",97.2530205209622,1.39806810319985,0.207263269227482,5.55451864998292e-13,6.44045165163964e-10,"FSTL3"
"ENSG00000105443",295.765207188931,0.840624970423434,0.123384635595492,5.83817981622644e-13,6.44045165163964e-10,"CYTH2"
"ENSG00000122694",73.5131103970786,1.00888637904751,0.148532750997666,5.88511761283983e-13,6.44045165163964e-10,"GLIPR2"
"ENSG00000133048",463.736404571782,2.30184338932486,0.346202632857713,5.94326665492107e-13,6.44045165163964e-10,"CHI3L1"
"ENSG00000230651",129.977886660592,2.3571808251195,0.354722023550317,6.66354202058133e-13,6.9802823846263e-10,"RGPD4-DT"
