"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","sig","neg_log10_padj"
"ENSG00000105755",404.188945,-0.354867,0.128328,0.00244,0.014271,"NS",1.845541
"ENSG00000177889",895.518539,0.284286,0.09939,0.002447,0.014305,"NS",1.844518
"ENSG00000008083",301.246462,0.391366,0.14496,0.00245,0.014322,"NS",1.843998
"ENSG00000018189",992.699924,-0.286506,0.100269,0.002453,0.014331,"NS",1.843736
"ENSG00000261827",11.544558,-1.379776,0.775167,0.002456,0.014346,"Down",1.843265
"ENSG00000107679",660.738304,0.284219,0.09928,0.002458,0.014354,"NS",1.843022
"ENSG00000198826",542.722624,-0.308812,0.109336,0.002468,0.014407,"NS",1.841426
"ENSG00000013016",1955.993778,0.406847,0.152378,0.002474,0.014437,"NS",1.840523
"ENSG00000129925",1895.561602,0.235092,0.081151,0.002477,0.014448,"NS",1.840201
"ENSG00000164379",140.54177,-0.564043,0.229829,0.002478,0.014451,"NS",1.840114
"ENSG00000164808",1156.147982,0.275028,0.095827,0.002481,0.014464,"NS",1.83971
"ENSG00000116761",49.984665,0.734429,0.327651,0.002484,0.014477,"NS",1.839335
"ENSG00000158806",34.163756,-0.864583,0.411781,0.002486,0.014485,"NS",1.83907
"ENSG00000157036",269.430419,0.455051,0.174303,0.002489,0.014495,"NS",1.838781
"ENSG00000163545",78.083352,0.679982,0.298018,0.00249,0.014496,"NS",1.838765
"ENSG00000106070",721.382104,0.319555,0.113739,0.002497,0.014536,"NS",1.837551
"ENSG00000105483",384.069771,-0.353834,0.128013,0.0025,0.014544,"NS",1.837329
"ENSG00000105655",118.269991,-0.517557,0.204962,0.0025,0.014544,"NS",1.837329
"ENSG00000261088",103.109581,0.562122,0.228232,0.002506,0.014575,"NS",1.836403
"ENSG00000120802",458.771422,-0.353365,0.128163,0.002537,0.014745,"NS",1.831369
"ENSG00000135074",748.902205,0.431066,0.163734,0.002537,0.014745,"NS",1.831369
"ENSG00000167863",988.560034,0.271587,0.09437,0.002542,0.014764,"NS",1.830784
"ENSG00000146828",522.884661,0.30193,0.106595,0.002554,0.014834,"NS",1.828741
"ENSG00000138696",44.40982,0.72347,0.319617,0.002562,0.014876,"NS",1.827499
"ENSG00000078177",448.976185,0.366198,0.134068,0.002567,0.014895,"NS",1.826947
"ENSG00000103005",643.603155,0.319986,0.114208,0.002568,0.014898,"NS",1.826885
"ENSG00000108424",4783.924398,0.213368,0.073321,0.002575,0.014935,"NS",1.825806
"ENSG00000188613",110.836217,0.570607,0.234471,0.002581,0.014964,"NS",1.824939
"ENSG00000105607",184.034076,0.407241,0.152205,0.002585,0.014981,"NS",1.824465
"ENSG00000173482",3113.580572,0.313451,0.111858,0.002585,0.014981,"NS",1.824465
"ENSG00000186814",425.092166,-0.327304,0.118267,0.002589,0.014995,"NS",1.824066
"ENSG00000106785",211.804458,-0.484907,0.19023,0.002592,0.015007,"NS",1.823693
"ENSG00000128928",1264.185434,0.286986,0.100718,0.0026,0.015049,"NS",1.822492
"ENSG00000085224",2986.470646,-0.219311,0.075609,0.002608,0.015091,"NS",1.821289
"ENSG00000125347",493.570366,-0.431721,0.1669,0.002621,0.015165,"NS",1.819154
"ENSG00000152700",997.200152,0.282064,0.099121,0.002623,0.015169,"NS",1.819048
"ENSG00000105290",87.404064,-0.5441,0.219667,0.002628,0.015185,"NS",1.818573
"ENSG00000159713",14.118509,-1.150381,0.593413,0.002627,0.015185,"Down",1.818573
"ENSG00000250657",4.805638,-2.496052,1.457343,0.002628,0.015185,"Down",1.818573
"ENSG00000114978",2903.709687,0.281625,0.098301,0.002642,0.015253,"NS",1.816654
"ENSG00000150967",57.516182,-0.632831,0.268007,0.002641,0.015253,"NS",1.816654
"ENSG00000174132",155.3481,0.437278,0.166305,0.002642,0.015253,"NS",1.816654
"ENSG00000182217",158.127824,-0.460469,0.177737,0.002646,0.015262,"NS",1.816375
"ENSG00000183941",158.127824,-0.460469,0.177737,0.002646,0.015262,"NS",1.816375
"ENSG00000053254",3773.06437,0.359994,0.132068,0.002656,0.015318,"NS",1.8148
"ENSG00000213073",78.062309,-0.579266,0.239097,0.002658,0.015322,"NS",1.814686
"ENSG00000120696",171.715317,-0.430246,0.162844,0.00266,0.015327,"NS",1.814544
"ENSG00000108588",1295.798227,0.252922,0.087911,0.002669,0.015375,"NS",1.813186
"ENSG00000143469",101.822477,-0.537958,0.216955,0.002675,0.015403,"NS",1.812384
"ENSG00000215018",6.927673,1.744337,0.982092,0.002677,0.015412,"Up",1.812142
"ENSG00000155008",114.331926,0.528058,0.21427,0.002682,0.015439,"NS",1.811381
"ENSG00000196659",107.496937,-0.509769,0.202587,0.00269,0.015475,"NS",1.810377
"ENSG00000148672",2596.779697,0.252973,0.087979,0.002708,0.015575,"NS",1.807577
"ENSG00000013619",1098.194022,0.329805,0.118777,0.002716,0.015615,"NS",1.806451
"ENSG00000124795",2743.403631,0.253563,0.088496,0.002717,0.015621,"NS",1.806302
"ENSG00000026025",29589.290488,-0.360391,0.132961,0.002723,0.015645,"NS",1.805635
"ENSG00000087077",1751.623097,-0.309085,0.11076,0.002723,0.015645,"NS",1.805635
"ENSG00000197093",453.185021,-0.347463,0.127335,0.00273,0.015677,"NS",1.804733
"ENSG00000130005",369.250065,-0.337917,0.122188,0.002744,0.015755,"NS",1.802581
"ENSG00000132510",665.151813,-0.346194,0.12655,0.00276,0.015838,"NS",1.800309
"ENSG00000182272",49.289026,-0.669412,0.291843,0.002762,0.015848,"NS",1.800031
"ENSG00000125247",287.573638,-0.365934,0.135037,0.002778,0.015933,"NS",1.797703
"ENSG00000180139",22.236191,1.040705,0.556668,0.002782,0.015949,"Up",1.797257
"ENSG00000154589",124.290578,-0.545946,0.224064,0.002784,0.015955,"NS",1.797101
"ENSG00000087245",130170.475021,-0.215663,0.069842,0.002792,0.016,"NS",1.795891
"ENSG00000132205",533.455001,-0.296695,0.106035,0.002801,0.016035,"NS",1.794929
"ENSG00000144118",1104.381324,0.252275,0.088334,0.002801,0.016035,"NS",1.794929
"ENSG00000156261",2417.931593,0.261145,0.091611,0.002801,0.016035,"NS",1.794929
"ENSG00000104205",87.600741,0.520374,0.208694,0.002805,0.016054,"NS",1.79443
"ENSG00000134108",2366.077324,0.25788,0.090274,0.002806,0.016054,"NS",1.794405
"ENSG00000213190",140.446151,-0.537537,0.219911,0.00281,0.016068,"NS",1.794042
"ENSG00000213516",288.402056,0.392696,0.147106,0.002815,0.016096,"NS",1.793278
"ENSG00000165775",793.614516,0.264885,0.093193,0.002823,0.016134,"NS",1.792248
"ENSG00000128944",122.144294,0.494158,0.196572,0.002831,0.016176,"NS",1.791121
"ENSG00000110395",899.393634,0.300907,0.107696,0.002832,0.016178,"NS",1.791082
"ENSG00000164713",1827.00036,0.280813,0.097208,0.002853,0.016289,"NS",1.78811
"ENSG00000157502",5.897577,2.30655,1.419425,0.002858,0.016313,"Up",1.787477
"ENSG00000055130",1288.102513,0.26125,0.092131,0.002872,0.016391,"NS",1.7854
"ENSG00000165240",606.680609,-0.336325,0.122689,0.002879,0.016425,"NS",1.784503
"ENSG00000104951",7.10203,-1.731452,1.036907,0.002892,0.016486,"Down",1.782892
"ENSG00000176148",485.72481,0.318525,0.115044,0.002893,0.016486,"NS",1.782892
"ENSG00000184545",18.665915,-1.176336,0.686088,0.002892,0.016486,"Down",1.782892
"ENSG00000134574",1040.853782,-0.288362,0.103017,0.002904,0.016545,"NS",1.781334
"ENSG00000185480",126.483017,-0.563638,0.236136,0.002922,0.01664,"NS",1.778854
"ENSG00000100380",6223.695315,-0.255194,0.089651,0.002929,0.016674,"NS",1.77795
"ENSG00000103248",286.038148,-0.374117,0.138929,0.002938,0.01672,"NS",1.776767
"ENSG00000108684",7.445665,-1.733415,1.405723,0.002938,0.01672,"Down",1.776767
"ENSG00000075415",6341.23879,0.211111,0.073489,0.002944,0.016747,"NS",1.776064
"ENSG00000132801",107.738028,-0.485954,0.192943,0.002945,0.016747,"NS",1.776064
"ENSG00000138641",630.177929,0.386462,0.14563,0.002951,0.016776,"NS",1.775321
"ENSG00000076706",70.096171,0.703699,0.321571,0.002959,0.016815,"NS",1.774291
"ENSG00000048405",363.38823,0.34591,0.127076,0.00296,0.016816,"NS",1.774286
"ENSG00000157916",2173.11495,0.223655,0.07815,0.002965,0.016833,"NS",1.773847
"ENSG00000165156",1118.476009,-0.291447,0.104578,0.002964,0.016833,"NS",1.773847
"ENSG00000172348",543.783192,-1.060342,0.666631,0.002972,0.016864,"Down",1.773049
"ENSG00000172840",223.734374,0.503675,0.204585,0.002971,0.016864,"NS",1.773049
"ENSG00000140299",1709.810384,0.264516,0.09371,0.002979,0.016899,"NS",1.77215
"ENSG00000196663",1352.547749,0.243906,0.085242,0.002983,0.016913,"NS",1.771772
"ENSG00000070214",3523.273443,0.293676,0.105758,0.002992,0.01696,"NS",1.770586
"ENSG00000178734",14.386406,-1.158297,0.641027,0.003003,0.01701,"Down",1.769285
"ENSG00000181804",885.527707,0.424501,0.164349,0.003003,0.01701,"NS",1.769285
"ENSG00000101182",1617.648552,0.261435,0.092388,0.003004,0.017014,"NS",1.769194
"ENSG00000215105",305.864376,-0.357722,0.132575,0.003013,0.017056,"NS",1.768135
"ENSG00000183111",194.006729,-0.520656,0.214533,0.003021,0.017092,"NS",1.767195
"ENSG00000225422",193.384623,0.40181,0.153322,0.003021,0.017092,"NS",1.767195
"ENSG00000213281",763.62311,0.277451,0.098925,0.003026,0.017118,"NS",1.766543
"ENSG00000102882",2415.56426,-0.255612,0.08946,0.003029,0.017125,"NS",1.76636
"ENSG00000120265",1021.22677,0.286007,0.102458,0.003039,0.017176,"NS",1.765083
"ENSG00000198040",547.584722,-0.307216,0.111225,0.003039,0.017176,"NS",1.765083
"ENSG00000027697",1439.340952,0.356315,0.13255,0.003046,0.017198,"NS",1.76453
"ENSG00000135093",325.213878,-0.364538,0.135893,0.003047,0.017198,"NS",1.76453
"ENSG00000136925",298.981943,-0.344361,0.126999,0.003046,0.017198,"NS",1.76453
"ENSG00000184916",28.946202,-0.89449,0.453055,0.003046,0.017198,"NS",1.76453
"ENSG00000128917",68.503042,0.289039,0.531149,0.003049,0.017199,"NS",1.764484
"ENSG00000197415",606.974841,0.438121,0.171864,0.003049,0.017199,"NS",1.764484
"ENSG00000118985",6066.982492,0.236547,0.082872,0.003059,0.017248,"NS",1.763269
"ENSG00000166250",3455.238818,-0.290171,0.104844,0.00306,0.017248,"NS",1.763269
"ENSG00000182796",577.418638,0.355688,0.132377,0.003061,0.017249,"NS",1.763234
"ENSG00000182952",876.066981,0.266058,0.094419,0.003062,0.017249,"NS",1.763234
"ENSG00000154978",1936.059251,0.313036,0.113912,0.003066,0.017263,"NS",1.762888
"ENSG00000203780",78.983555,-0.551555,0.229048,0.003066,0.017263,"NS",1.762888
"ENSG00000173376",85.166122,-0.560599,0.233669,0.003069,0.017272,"NS",1.762669
"ENSG00000111229",1765.78348,0.241791,0.084742,0.003083,0.017346,"NS",1.760812
"ENSG00000132003",144.933437,0.486975,0.196127,0.00309,0.017379,"NS",1.75998
"ENSG00000155511",2878.42896,0.72722,0.345798,0.003094,0.017399,"NS",1.759486
"ENSG00000100106",867.138233,-0.284566,0.10223,0.003098,0.017416,"NS",1.759041
"ENSG00000172731",215.088052,-0.400393,0.152869,0.003102,0.017431,"NS",1.758672
"ENSG00000114115",20.010309,-1.113414,0.641566,0.003103,0.017432,"Down",1.758653
"ENSG00000172955",31.820213,0.802454,0.384415,0.003108,0.017445,"NS",1.758336
"ENSG00000186462",62.743219,0.671163,0.300229,0.003108,0.017445,"NS",1.758336
"ENSG00000235734",157.91832,-0.451746,0.175594,0.003106,0.017445,"NS",1.758336
"ENSG00000109971",20326.160864,-0.224865,0.079094,0.00311,0.017451,"NS",1.758176
"ENSG00000132357",684.543032,0.310223,0.112833,0.003115,0.017469,"NS",1.75774
"ENSG00000177192",130.792102,0.518585,0.213119,0.003118,0.017484,"NS",1.757363
"ENSG00000110713",2333.803068,0.237311,0.083831,0.003123,0.017506,"NS",1.756815
"ENSG00000158552",348.890458,-0.356701,0.132593,0.003127,0.017517,"NS",1.756545
"ENSG00000185163",232.302154,0.390465,0.148009,0.003127,0.017517,"NS",1.756545
"ENSG00000198237",108.635676,-0.517768,0.212218,0.003128,0.017517,"NS",1.756535
"ENSG00000166037",821.891791,-0.276467,0.099143,0.003135,0.017549,"NS",1.755735
"ENSG00000156052",1663.760811,0.230106,0.080869,0.003139,0.01757,"NS",1.755229
"ENSG00000174775",373.96273,0.332394,0.122237,0.003147,0.017607,"NS",1.754327
"ENSG00000156345",156.072699,-0.505831,0.206887,0.00315,0.01762,"NS",1.754006
"ENSG00000037637",628.292767,0.324703,0.119318,0.003155,0.017642,"NS",1.753444
"ENSG00000197006",1797.568497,-0.243364,0.086021,0.003161,0.017671,"NS",1.752728
"ENSG00000181819",81.571486,0.527351,0.218052,0.003164,0.017679,"NS",1.752546
"ENSG00000198478",187.996381,-0.402965,0.154153,0.003169,0.017705,"NS",1.751911
"ENSG00000133874",117.659382,-0.4891,0.196987,0.003178,0.017744,"NS",1.750947
"ENSG00000253366",112.691394,-0.507657,0.207403,0.003178,0.017744,"NS",1.750947
"ENSG00000106049",1382.392657,-0.244023,0.086073,0.003181,0.017752,"NS",1.750747
"ENSG00000104976",312.987338,0.35612,0.13306,0.00319,0.017798,"NS",1.749624
"ENSG00000102781",615.91509,0.304796,0.111209,0.003201,0.017851,"NS",1.748333
"ENSG00000166532",725.191049,-0.268527,0.095716,0.003202,0.017851,"NS",1.748333
"ENSG00000240809",30.363331,0.823553,0.404964,0.003205,0.017863,"NS",1.748038
"ENSG00000121769",87.876218,-0.549813,0.230435,0.003214,0.017902,"NS",1.747095
"ENSG00000156521",285.49688,0.360494,0.134789,0.003213,0.017902,"NS",1.747095
"ENSG00000154743",159.338236,0.426918,0.165726,0.003216,0.017908,"NS",1.746956
"ENSG00000124374",25.564848,0.920426,0.480269,0.003219,0.017922,"NS",1.746605
"ENSG00000196154",3778.528929,-0.229745,0.081789,0.003233,0.017996,"NS",1.744834
"ENSG00000164096",2310.47065,-0.464932,0.188658,0.003244,0.018048,"NS",1.743561
"ENSG00000108592",1283.079388,0.261345,0.093533,0.003256,0.018111,"NS",1.74205
"ENSG00000196409",116.599233,-0.474953,0.189672,0.00326,0.018126,"NS",1.741691
"ENSG00000082126",22.212472,0.927043,0.47858,0.003264,0.018142,"NS",1.741305
"ENSG00000091844",81.117236,-0.541592,0.225521,0.003265,0.018144,"NS",1.741277
"ENSG00000189398",81.44629,-0.538453,0.224254,0.003273,0.018182,"NS",1.740365
"ENSG00000134905",880.444137,0.306453,0.111945,0.003286,0.018248,"NS",1.738781
"ENSG00000122507",548.994388,-0.332458,0.123005,0.003292,0.018278,"NS",1.73806
"ENSG00000077616",36.848227,-0.799114,0.389555,0.003294,0.018282,"NS",1.737975
"ENSG00000198805",70.849852,0.558049,0.235647,0.003297,0.018294,"NS",1.737681
"ENSG00000124145",5556.157041,-0.345875,0.129785,0.003302,0.018314,"NS",1.737213
"ENSG00000162688",916.312612,0.35695,0.134692,0.003314,0.018368,"NS",1.735932
"ENSG00000172530",212.975875,-0.42974,0.168632,0.003313,0.018368,"NS",1.735932
"ENSG00000023734",2022.283423,0.261427,0.094117,0.003344,0.018532,"NS",1.732078
"ENSG00000183092",4.673061,-2.323992,1.376163,0.003348,0.018545,"Down",1.731765
"ENSG00000134248",582.615207,0.285174,0.103323,0.003351,0.018557,"NS",1.731484
"ENSG00000264469",46.738865,0.660956,0.296743,0.003359,0.018595,"NS",1.730611
"ENSG00000260565",246.77437,-0.387256,0.148196,0.003364,0.018619,"NS",1.730033
"ENSG00000145147",1247.47805,0.280615,0.101498,0.003365,0.01862,"NS",1.730024
"ENSG00000183426",1209.556466,0.250214,0.088189,0.003367,0.018621,"NS",1.72999
"ENSG00000182446",2003.286936,0.236036,0.083834,0.003374,0.018657,"NS",1.72915
"ENSG00000099904",1098.475928,0.277946,0.100541,0.003383,0.018703,"NS",1.728085
"ENSG00000126522",251.904604,0.411425,0.159931,0.003394,0.018756,"NS",1.726861
"ENSG00000119326",1632.108726,0.27978,0.101109,0.0034,0.018785,"NS",1.726192
"ENSG00000119280",2768.965045,0.389341,0.150998,0.003422,0.018902,"NS",1.723503
"ENSG00000023697",480.85385,0.29391,0.107078,0.003425,0.018911,"NS",1.72329
"ENSG00000213341",543.05679,0.320141,0.118416,0.003457,0.01908,"NS",1.719424
"ENSG00000113384",2981.937754,0.261299,0.094232,0.003482,0.019212,"NS",1.71642
"ENSG00000148677",5.285382,0.282952,0.524205,0.003497,0.019291,"NS",1.714636
"ENSG00000088882",61.46473,-0.647056,0.292828,0.003506,0.019331,"NS",1.713742
"ENSG00000078142",1073.939372,0.272436,0.098768,0.00352,0.019403,"NS",1.712139
"ENSG00000249242",36.782835,0.785525,0.382724,0.003521,0.019403,"NS",1.71212
"ENSG00000130962",808.873466,0.317791,0.117791,0.003523,0.019405,"NS",1.712084
"ENSG00000153094",513.091831,-0.460342,0.188194,0.003522,0.019405,"NS",1.712084
"ENSG00000111799",43771.922626,-0.233431,0.082706,0.003537,0.019472,"NS",1.710585
"ENSG00000059758",817.129182,-0.289444,0.105511,0.003545,0.01951,"NS",1.709738
"ENSG00000244301",8.081344,1.48141,0.943602,0.003546,0.019514,"Up",1.709657
"ENSG00000143226",21.568481,-0.905078,0.467783,0.003549,0.019525,"NS",1.709411
"ENSG00000187735",2385.381807,-0.260469,0.094583,0.00355,0.019525,"NS",1.709411
"ENSG00000259953",53.68068,0.612397,0.270355,0.00356,0.019569,"NS",1.708425
"ENSG00000161013",6069.418443,0.23259,0.081331,0.003563,0.019584,"NS",1.708089
"ENSG00000187244",548.047956,-0.311448,0.115622,0.00359,0.019721,"NS",1.70506
"ENSG00000130958",497.340906,0.318868,0.118604,0.003592,0.01973,"NS",1.704873
"ENSG00000117594",766.252164,1.025198,0.727602,0.003599,0.019758,"Up",1.704251
"ENSG00000257732",44.423207,0.721272,0.343209,0.003599,0.019758,"NS",1.704251
"ENSG00000023171",81.870148,-0.581144,0.253762,0.003605,0.019783,"NS",1.703699
"ENSG00000163297",5685.41755,0.332512,0.125024,0.003613,0.01982,"NS",1.702891
"ENSG00000168661",47.074062,-0.66946,0.307996,0.003638,0.019951,"NS",1.700034
"ENSG00000054983",663.795379,0.277917,0.101288,0.003644,0.01998,"NS",1.699413
"ENSG00000047621",383.049039,-0.337496,0.126501,0.003649,0.020002,"NS",1.698934
"ENSG00000267683",6.119437,-1.704913,1.069275,0.003651,0.020003,"Down",1.69891
"ENSG00000106299",1416.961527,0.324876,0.121349,0.003657,0.020029,"NS",1.69835
"ENSG00000124164",1217.090588,0.244075,0.08731,0.003661,0.020043,"NS",1.698027
"ENSG00000234745",4420.911876,-0.242764,0.087693,0.003661,0.020043,"NS",1.698027
"ENSG00000054282",484.719493,-0.33694,0.126848,0.003668,0.020061,"NS",1.697655
"ENSG00000104894",23.775876,-0.877648,0.454907,0.003667,0.020061,"NS",1.697655
"ENSG00000182628",408.793334,-0.306753,0.113842,0.003668,0.020061,"NS",1.697655
"ENSG00000130222",12.610973,-1.283518,0.809958,0.003672,0.020077,"Down",1.697291
"ENSG00000270605",13.909864,-1.102221,0.625584,0.003674,0.020081,"Down",1.697208
"ENSG00000228801",35.706543,-0.729799,0.347955,0.003681,0.020115,"NS",1.69649
"ENSG00000115760",3117.935947,0.249696,0.088908,0.003685,0.020127,"NS",1.696215
"ENSG00000128159",1132.672774,0.260068,0.094397,0.003698,0.020192,"NS",1.694824
"ENSG00000170113",344.069742,0.315416,0.117433,0.003702,0.020212,"NS",1.694389
"ENSG00000173276",281.813816,0.363973,0.139835,0.003728,0.020341,"NS",1.691621
"ENSG00000255346",43.605535,-0.725602,0.347259,0.003728,0.020341,"NS",1.691621
