"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","gene_name","MLE_log2FC"
257.435616611136,-0.0347052982952325,0.0693537008173659,0.0598453464317952,0.94840182667043,"ENSG00000000003","TSPAN6",-0.348887987545231
343.21952526864,0.916732845721646,0.272227892249966,2.79594487653614e-05,0.0211462394548568,"ENSG00000000005","TNMD",1.05288122229472
245.141814401159,-0.0149966566178474,0.0587352441209357,0.157118702222935,0.94840182667043,"ENSG00000000419","DPM1",-0.428781583909249
237.77588936901,0.00407517659187189,0.0528179360865092,0.838186936905216,0.958454383741049,"ENSG00000000457","SCYL3",0.0285577505264647
1362.19143808349,-0.00303032526322506,0.0568060066545947,0.441035152565253,0.94840182667043,"ENSG00000000460","C1orf112",-0.615023362124084
207.108551956559,0.00845099632401723,0.0575920594227442,NA,NA,"ENSG00000000938","FGR",1.23901499459602
1850.82653857689,0.00133624495255927,0.0564326518274672,0.848375540808919,0.962007897502036,"ENSG00000000971","CFH",0.0895522783342854
207.439567917089,0.0222398821776354,0.0608085020214092,0.155762477477044,0.94840182667043,"ENSG00000001036","FUCA2",0.291085759749249
733.410905688979,-0.00625850829225017,0.0565989173888257,0.484047263185261,0.94840182667043,"ENSG00000001084","GCLC",-0.246163096514189
289.847445845295,-0.0160464570748788,0.0590943011934647,0.14559075099262,0.94840182667043,"ENSG00000001167","NFYA",-0.428189284319384
133.972157629337,-0.000571621424360092,0.0564044014026378,0.930809544525318,0.983400191876002,"ENSG00000001460","STPG1",-0.0401753745694667
226.280247773511,0.0159768681466351,0.0585952979862706,0.211399285990147,0.94840182667043,"ENSG00000001461","NIPAL3",0.31093831608829
254.35038661279,-0.0132999290258714,0.0545165007038331,0.513990598861396,0.94840182667043,"ENSG00000001497","LAS1L",-0.0912638520854297
231.460765733364,-0.0119633219339554,0.0566000473748494,0.390732085262712,0.94840182667043,"ENSG00000001561","ENPP4",-0.18157789270643
202.643042054678,-0.0016418739859453,0.0564569756747206,0.803188213611607,0.950592394775068,"ENSG00000001617","SEMA3F",-0.118418107010642
266.210068432979,0.000636077074836823,0.0568059734853654,0.70208338380693,0.94840182667043,"ENSG00000001626","CFTR",0.751443407249359
956.041423737753,0.0115509274025483,0.0546876395944724,0.537175218420952,0.94840182667043,"ENSG00000001629","ANKIB1",0.0938692482843774
238.384573191868,-0.00411905831615819,0.0547763583241919,0.785549379715721,0.948512955015276,"ENSG00000001630","CYP51A1",-0.0533710265698307
494.464900726247,-0.00660928330517078,0.0557359871602984,0.61411012797481,0.94840182667043,"ENSG00000001631","KRIT1",-0.117475102091297
226.052806346336,0.00112097002840816,0.0556488887786208,0.923545065926502,0.981281376242086,"ENSG00000002016","RAD52",0.0262030499593573
122.155175687793,-0.00974473971112068,0.0563163909259472,0.467170537776066,0.94840182667043,"ENSG00000002330","BAD",-0.167166583780361
559.656044859009,0.00106733724483234,0.0560535570566096,0.912220208136127,0.97912769463761,"ENSG00000002549","LAP3",0.0373282427074397
