"logFC","AveExpr","t","P.Value","adj.P.Val","B","metabolite","class"
1.42867531832122,8.8453257581131,9.46738178110064,4.91190295646911e-21,3.92952236517529e-19,37.3514723653428,"Taurodeoxycholate","Bile Acid Synthesis"
1.38492349964993,6.06170744255989,9.17745224591045,7.10335723537826e-20,2.7564077632839e-18,34.6623496552904,"Glycocholate","Bile Acid Synthesis"
1.37867644186737,7.40367876946624,9.13605495971278,1.03365291123146e-19,2.7564077632839e-18,34.2852092747681,"Glycodeoxycholate","Bile Acid Synthesis"
1.24334714418421,7.27150214461032,8.23927028729315,2.36625470518258e-16,4.73250941036516e-15,26.5337983790714,"Deoxycholate","Bile Acid Synthesis"
1.09922273168738,9.53033294691733,7.28420315651379,3.92223787886787e-13,6.27558060618859e-12,19.1584516647524,"Phenylalanine","Aromatic AA Metabolism"
1.07179963879928,7.54259975779166,7.10247894901832,1.45872297348712e-12,1.9449639646495e-11,17.8578836462629,"Tyrosine","Aromatic AA Metabolism"
1.00756936822997,9.91447000403246,6.67684515694191,2.79971331871049e-11,3.19967236424056e-10,14.940297721795,"Isoleucine","BCAA Metabolism"
0.949779744779656,6.84667344712717,6.29389150668003,3.45187419653389e-10,3.45187419653389e-09,12.4693105249882,"Cholate","Bile Acid Synthesis"
0.918257150387686,5.46086205278371,6.08500119268606,1.28152161582517e-09,1.13913032517793e-08,11.1829587782113,"Chenodeoxycholate","Bile Acid Synthesis"
0.875620285088848,9.3474399531274,5.80246010265884,7.07440501635326e-09,5.65952401308261e-08,9.51213606039857,"Taurocholate","Bile Acid Synthesis"
0.871153868593616,8.97746148560762,5.77286256596768,8.42389608648714e-09,6.12646988108156e-08,9.34170516993869,"Stearoylcarnitine","Acylcarnitine Metabolism"
0.861325072272036,10.4657594382497,5.70773022551792,1.23338674410929e-08,8.22257829406196e-08,8.96972427341644,"Leucine","BCAA Metabolism"
0.811406729642673,8.66720472194011,5.37693707644378,8.03739206025525e-08,4.94608742169554e-07,7.14566558071342,"SM_34.1","Sphingolipid Metabolism"
0.777697620526997,5.73997150476488,5.15355741739438,2.68735388411386e-07,1.53563079092221e-06,5.97548731222098,"Kynurenine","Aromatic AA Metabolism"
-0.754658772297947,6.48603159749276,-5.00088621968827,5.96741582783961e-07,3.18262177484779e-06,5.2042768982075,"EPA_C20.5n3","Fatty Acid Metabolism"
0.744404913461535,9.0646037852859,4.93293712370481,8.45086734805349e-07,4.22543367402674e-06,4.86849308628843,"Proline","Amino Acid Other"
-0.73306385340473,6.71539075033467,-4.85778348733743,1.2354551616864e-06,5.8139066432301e-06,4.50245666874272,"PE_36.4","Phospholipid Metabolism"
0.726073172424851,10.0983692266002,4.81145844420295,1.5571515878208e-06,6.920673723648e-06,4.27962962499547,"Valine","BCAA Metabolism"
-0.707456478398959,6.08814423096011,-4.6880914709062,2.85546913932269e-06,1.16260889568285e-05,3.69663899015874,"LPC_18.2","Phospholipid Metabolism"
-0.706905680232559,5.98398564502959,-4.6844415047741,2.90652223920712e-06,1.16260889568285e-05,3.67962111038498,"Glutamine","Glutamine Metabolism"
0.699504651844158,9.4380279442593,4.63539721848512,3.6834579768074e-06,1.40322208640282e-05,3.45223891494554,"Myristoylcarnitine","Acylcarnitine Metabolism"
0.687364846448244,10.2255377422013,4.55495054809227,5.40595696785796e-06,1.92693623891165e-05,3.08444913348838,"Alanine","Glutamine Metabolism"
0.686583516816563,9.2040320578361,4.54977292247982,5.539941686871e-06,1.92693623891165e-05,3.06099836694264,"Palmitoylcarnitine","Acylcarnitine Metabolism"
-0.677771162430429,7.76411303644313,-4.49137622289806,7.28894873032802e-06,2.42964957677601e-05,2.79835189244009,"DHA_C22.6n3","Fatty Acid Metabolism"
0.674342579914146,10.8545016646422,4.46865608541588,8.10303392431909e-06,2.59297085578211e-05,2.69708204165402,"Oleate_C18.1","Fatty Acid Metabolism"
0.670702091474313,8.38884969873112,4.4445317140576,9.06234499985647e-06,2.78841384610968e-05,2.59011531604074,"SM_38.1","Sphingolipid Metabolism"
0.658257475648645,10.8184078542087,4.3620651608598,1.32296296549059e-05,3.77316262498626e-05,2.2288339193223,"Myristate_C14.0","Fatty Acid Metabolism"
0.658172620461603,8.76342265390556,4.36150285223618,1.32635098455492e-05,3.77316262498626e-05,2.22639370183694,"Palmitoleate_C16.1","Fatty Acid Metabolism"
0.657151615236376,7.65365667519638,4.35473697188271,1.36777145155752e-05,3.77316262498626e-05,2.19705687589548,"Stearate_C18.0","Fatty Acid Metabolism"
-0.644933884504114,7.21608115825629,-4.27377391480622,1.96956306450254e-05,5.25216817200676e-05,1.84953480697045,"PC_34.1","Phospholipid Metabolism"
0.626775486133512,8.22657681760709,4.1534439226077,3.34783734919085e-05,8.63958025597639e-05,1.34508524621276,"Ceramide_d18.1_16.0","Sphingolipid Metabolism"
-0.579309388514652,8.47550515107745,-3.83890102958371,0.000125619230413991,0.000314048076034978,0.0944987460754918,"LPC_18.0","Phospholipid Metabolism"
0.573248457382888,5.56654561258461,3.79873714613341,0.00014773411964104,0.000358143320341914,-0.0581012132579879,"Malate","TCA Cycle"
0.569358567574572,7.71277798410121,3.77296007038396,0.000163807208763029,0.000385428726501246,-0.155193901535175,"Succinate","TCA Cycle"
0.55796197439539,10.5429780762486,3.69743843348889,0.000220894032026825,0.000504900644632743,-0.435850206765448,"Lactate","Glycolysis"
0.553021405820667,9.61453224889521,3.66469884016577,0.000251047094406452,0.000557882432014337,-0.555755079068446,"Octanoylcarnitine","Acylcarnitine Metabolism"
